,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden     Jahreszahlen 2012
03455020, Wangerland,312 ,3 ,26 ,117 ,74 ,16 ,0 ,1 ,4 ,3 ,130 ,1 ,16 ,50 ,31 ,5 ,0 ,1 ,1 ,0 ,182 ,2 ,10 ,67 ,43 ,11 ,0 ,0 ,3 ,3 
03455021," Wangerooge, Nordseebad",66 ,0 ,2 ,27 ,14 ,4 ,0 ,0 ,2 ,0 ,50 ,0 ,2 ,17 ,9 ,3 ,0 ,0 ,1 ,0 ,15 ,0 ,0 ,10 ,5 ,1 ,0 ,0 ,0 ,0 
03455025, Bockhorn,271 ,4 ,27 ,93 ,51 ,10 ,0 ,2 ,2 ,0 ,102 ,2 ,16 ,39 ,28 ,4 ,0 ,0 ,0 ,0 ,169 ,1 ,12 ,54 ,23 ,7 ,0 ,1 ,2 ,0 
03455026," Varel, Stadt",881 ,18 ,94 ,279 ,143 ,70 ,0 ,4 ,17 ,8 ,241 ,7 ,41 ,85 ,52 ,11 ,0 ,2 ,1 ,1 ,641 ,10 ,53 ,194 ,92 ,59 ,0 ,2 ,16 ,7 
03455027, Zetel,350 ,4 ,38 ,113 ,60 ,27 ,1 ,1 ,4 ,1 ,120 ,2 ,19 ,42 ,28 ,2 ,0 ,0 ,0 ,0 ,230 ,2 ,19 ,71 ,32 ,25 ,1 ,1 ,4 ,1 
03456, Grafschaft Bentheim,"3,159 ",46 ,296 ,"1,017 ",663 ,543 ,7 ,34 ,143 ,87 ,"1,106 ",16 ,184 ,392 ,278 ,146 ,2 ,14 ,45 ,27 ,"2,053 ",29 ,112 ,626 ,385 ,397 ,5 ,20 ,97 ,61 
03456001," Bad Bentheim, Stadt",298 ,4 ,26 ,106 ,71 ,56 ,0 ,2 ,18 ,11 ,117 ,2 ,18 ,36 ,24 ,24 ,0 ,2 ,7 ,4 ,181 ,2 ,8 ,70 ,47 ,32 ,0 ,1 ,10 ,7 
03456002, Emlichheim,85 ,2 ,10 ,27 ,15 ,17 ,0 ,0 ,7 ,6 ,36 ,1 ,7 ,13 ,8 ,9 ,0 ,0 ,4 ,2 ,49 ,1 ,3 ,14 ,8 ,8 ,0 ,0 ,3 ,3 
03456003, Engden,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03456004, Esche,6 ,0 ,1 ,2 ,2 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456005, Georgsdorf,18 ,0 ,3 ,5 ,3 ,4 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,3 ,2 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
03456006, Getelo,8 ,0 ,2 ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456007, Gölenkamp,7 ,0 ,0 ,2 ,2 ,2 ,0 ,0 ,1 ,1 ,5 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03456008, Halle,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03456009, Hoogstede,39 ,1 ,4 ,16 ,11 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,8 ,7 ,1 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
03456010, Isterberg,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
03456011, Itterbeck,16 ,0 ,2 ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03456012, Laar,19 ,0 ,2 ,9 ,4 ,3 ,0 ,0 ,2 ,1 ,14 ,0 ,2 ,5 ,3 ,3 ,0 ,0 ,2 ,1 ,6 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03456013, Lage,11 ,0 ,1 ,4 ,1 ,1 ,0 ,0 ,1 ,0 ,5 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
03456014," Neuenhaus, Stadt",230 ,3 ,22 ,72 ,49 ,40 ,0 ,4 ,7 ,4 ,72 ,1 ,13 ,23 ,16 ,8 ,0 ,1 ,3 ,1 ,159 ,2 ,8 ,49 ,33 ,32 ,0 ,3 ,4 ,3 
03456015," Nordhorn, Stadt","1,862 ",28 ,165 ,582 ,375 ,331 ,5 ,24 ,82 ,48 ,511 ,7 ,87 ,169 ,122 ,58 ,1 ,9 ,14 ,7 ,"1,351 ",21 ,78 ,413 ,253 ,272 ,4 ,15 ,68 ,40 
03456016, Ohne,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456017, Osterwald,9 ,0 ,1 ,3 ,2 ,2 ,0 ,0 ,1 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,0 
03456018, Quendorf,4 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456019, Ringe,31 ,0 ,3 ,12 ,6 ,8 ,0 ,0 ,4 ,2 ,17 ,0 ,3 ,7 ,3 ,5 ,0 ,0 ,3 ,1 ,15 ,0 ,0 ,5 ,3 ,2 ,0 ,0 ,1 ,1 
03456020, Samern,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03456023, Uelsen,82 ,1 ,9 ,32 ,21 ,10 ,0 ,1 ,2 ,2 ,51 ,1 ,6 ,24 ,17 ,7 ,0 ,1 ,2 ,2 ,31 ,1 ,3 ,8 ,4 ,3 ,0 ,0 ,0 ,0 
03456024, Wielen,5 ,0 ,1 ,2 ,2 ,3 ,0 ,0 ,2 ,2 ,3 ,0 ,0 ,2 ,2 ,3 ,0 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456025, Wietmarschen,134 ,2 ,18 ,38 ,27 ,10 ,0 ,0 ,4 ,3 ,81 ,2 ,16 ,27 ,21 ,3 ,0 ,0 ,1 ,1 ,52 ,1 ,3 ,10 ,6 ,7 ,0 ,0 ,3 ,2 
03456026, Wilsum,11 ,0 ,2 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,2 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03456027," Schüttorf, Stadt",259 ,3 ,22 ,78 ,52 ,48 ,1 ,2 ,9 ,6 ,109 ,1 ,17 ,45 ,32 ,13 ,0 ,1 ,3 ,2 ,150 ,1 ,5 ,33 ,20 ,35 ,1 ,1 ,6 ,5 
03457, Leer,"5,212 ",112 ,648 ,"1,492 ",842 ,352 ,9 ,33 ,77 ,32 ,"2,297 ",68 ,440 ,764 ,498 ,126 ,3 ,12 ,30 ,17 ,"2,915 ",44 ,208 ,728 ,344 ,226 ,6 ,21 ,47 ,15 
03457002," Borkum, Stadt",176 ,3 ,22 ,59 ,38 ,31 ,1 ,4 ,6 ,4 ,122 ,2 ,17 ,42 ,26 ,20 ,0 ,2 ,3 ,2 ,54 ,1 ,6 ,17 ,12 ,12 ,0 ,2 ,3 ,2 
03457003, Brinkum,19 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03457006," Detern, Flecken",93 ,2 ,8 ,26 ,15 ,6 ,0 ,1 ,1 ,0 ,38 ,2 ,5 ,13 ,9 ,3 ,0 ,0 ,1 ,0 ,55 ,1 ,3 ,13 ,6 ,3 ,0 ,1 ,0 ,0 
03457008, Filsum,54 ,1 ,5 ,15 ,10 ,1 ,0 ,0 ,1 ,1 ,27 ,1 ,4 ,9 ,5 ,1 ,0 ,0 ,1 ,1 ,27 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 
03457009, Firrel,15 ,0 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
03457010, Hesel,144 ,3 ,16 ,46 ,27 ,8 ,0 ,0 ,2 ,0 ,69 ,2 ,12 ,24 ,17 ,1 ,0 ,0 ,1 ,0 ,76 ,1 ,3 ,23 ,10 ,7 ,0 ,0 ,1 ,0 
03457011, Holtland,60 ,1 ,5 ,17 ,12 ,1 ,0 ,0 ,0 ,0 ,32 ,0 ,4 ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,28 ,0 ,1 ,11 ,8 ,0 ,0 ,0 ,0 ,0 
03457012, Jemgum,98 ,2 ,16 ,26 ,17 ,2 ,0 ,0 ,1 ,1 ,49 ,1 ,12 ,16 ,12 ,2 ,0 ,0 ,1 ,1 ,50 ,0 ,5 ,10 ,5 ,0 ,0 ,0 ,0 ,0 
03457013," Leer (Ostfriesland), Stadt","1,452 ",31 ,175 ,379 ,200 ,125 ,3 ,8 ,28 ,7 ,458 ,15 ,95 ,135 ,90 ,30 ,1 ,2 ,6 ,3 ,994 ,16 ,80 ,244 ,111 ,96 ,2 ,6 ,22 ,4 
03457014, Moormerland,647 ,17 ,81 ,170 ,97 ,34 ,1 ,5 ,8 ,5 ,272 ,10 ,52 ,79 ,55 ,9 ,0 ,2 ,3 ,2 ,375 ,7 ,29 ,91 ,42 ,25 ,0 ,3 ,6 ,2 
03457015, Neukamperfehn,45 ,2 ,6 ,12 ,8 ,2 ,0 ,0 ,1 ,1 ,24 ,2 ,6 ,6 ,5 ,1 ,0 ,0 ,1 ,1 ,22 ,0 ,0 ,5 ,2 ,1 ,0 ,0 ,0 ,0 
03457016, Nortmoor,38 ,2 ,4 ,12 ,8 ,3 ,0 ,0 ,0 ,0 ,26 ,1 ,4 ,10 ,7 ,2 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,0 ,0 
03457017, Ostrhauderfehn,345 ,6 ,47 ,107 ,62 ,16 ,0 ,2 ,3 ,1 ,178 ,4 ,32 ,67 ,43 ,5 ,0 ,0 ,1 ,0 ,167 ,2 ,15 ,40 ,19 ,10 ,0 ,2 ,2 ,1 
03457018, Rhauderfehn,546 ,13 ,69 ,169 ,90 ,29 ,1 ,3 ,6 ,4 ,254 ,8 ,50 ,91 ,62 ,8 ,0 ,0 ,2 ,2 ,292 ,5 ,19 ,78 ,29 ,22 ,1 ,2 ,4 ,2 
03457019, Schwerinsdorf,12 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03457020, Uplengen,263 ,6 ,28 ,96 ,52 ,5 ,0 ,1 ,1 ,1 ,144 ,4 ,23 ,56 ,37 ,1 ,0 ,0 ,1 ,1 ,119 ,2 ,5 ,40 ,16 ,4 ,0 ,0 ,0 ,0 
03457021," Weener, Stadt",475 ,8 ,65 ,130 ,74 ,37 ,1 ,2 ,7 ,3 ,204 ,4 ,45 ,75 ,46 ,12 ,0 ,0 ,3 ,0 ,271 ,4 ,20 ,54 ,28 ,26 ,0 ,2 ,4 ,2 
03457022, Westoverledingen,547 ,12 ,72 ,164 ,93 ,29 ,1 ,6 ,7 ,3 ,278 ,9 ,56 ,97 ,56 ,16 ,1 ,4 ,3 ,2 ,269 ,3 ,17 ,67 ,36 ,12 ,0 ,1 ,4 ,2 
03457024, Bunde,186 ,3 ,22 ,51 ,30 ,22 ,0 ,1 ,5 ,2 ,97 ,2 ,18 ,30 ,19 ,16 ,0 ,1 ,5 ,2 ,88 ,1 ,4 ,21 ,11 ,6 ,0 ,0 ,0 ,0 
03458, Oldenburg,"2,860 ",63 ,289 ,894 ,506 ,281 ,6 ,20 ,57 ,25 ,"1,329 ",26 ,183 ,499 ,346 ,101 ,1 ,8 ,20 ,10 ,"1,531 ",38 ,106 ,395 ,160 ,180 ,5 ,12 ,37 ,15 
03458001, Beckeln,15 ,0 ,2 ,5 ,4 ,2 ,0 ,0 ,2 ,0 ,9 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,2 ,0 
03458002, Colnrade,9 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03458003, Dötlingen,124 ,3 ,15 ,40 ,26 ,3 ,0 ,0 ,0 ,0 ,72 ,1 ,11 ,29 ,21 ,2 ,0 ,0 ,0 ,0 ,53 ,2 ,4 ,11 ,5 ,1 ,0 ,0 ,0 ,0 
03458004, Dünsen,27 ,0 ,3 ,9 ,6 ,2 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
03458005, Ganderkesee,724 ,16 ,67 ,244 ,133 ,54 ,1 ,3 ,18 ,8 ,311 ,6 ,38 ,124 ,90 ,12 ,0 ,0 ,5 ,3 ,414 ,10 ,29 ,119 ,44 ,42 ,1 ,2 ,12 ,5 
03458006, Groß Ippener,16 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
03458007, Großenkneten,397 ,11 ,41 ,112 ,55 ,67 ,2 ,7 ,9 ,3 ,162 ,4 ,24 ,55 ,35 ,33 ,0 ,4 ,5 ,3 ,235 ,7 ,17 ,57 ,20 ,34 ,2 ,3 ,4 ,1 
03458008," Harpstedt, Flecken",99 ,2 ,11 ,36 ,19 ,4 ,0 ,0 ,1 ,0 ,54 ,1 ,8 ,24 ,14 ,2 ,0 ,0 ,1 ,0 ,45 ,1 ,3 ,13 ,4 ,2 ,0 ,0 ,0 ,0 
03458009, Hatten,308 ,6 ,25 ,108 ,66 ,20 ,1 ,1 ,4 ,3 ,146 ,4 ,17 ,58 ,43 ,5 ,0 ,0 ,0 ,0 ,161 ,2 ,8 ,50 ,22 ,16 ,1 ,1 ,4 ,3 
03458010, Hude (Oldb),302 ,6 ,27 ,93 ,54 ,23 ,1 ,1 ,5 ,2 ,142 ,2 ,21 ,52 ,34 ,7 ,0 ,1 ,1 ,1 ,160 ,3 ,6 ,42 ,20 ,16 ,0 ,0 ,4 ,1 
03458011, Kirchseelte,17 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
03458012, Prinzhöfte,12 ,1 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,1 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
03458013, Wardenburg,320 ,9 ,40 ,96 ,55 ,21 ,1 ,1 ,3 ,2 ,165 ,3 ,25 ,60 ,38 ,8 ,0 ,0 ,0 ,0 ,156 ,6 ,15 ,35 ,16 ,13 ,1 ,1 ,3 ,1 
03458014," Wildeshausen, Stadt",482 ,8 ,48 ,130 ,77 ,82 ,1 ,6 ,14 ,7 ,216 ,3 ,27 ,74 ,53 ,31 ,0 ,2 ,6 ,3 ,267 ,5 ,21 ,56 ,24 ,52 ,1 ,4 ,8 ,4 
03458015, Winkelsett,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03459, Osnabrück,"7,327 ",76 ,642 ,"2,588 ","1,594 ",816 ,7 ,52 ,186 ,95 ,"3,656 ",69 ,556 ,"1,486 ","1,040 ",259 ,5 ,40 ,60 ,39 ,"3,671 ",7 ,85 ,"1,103 ",554 ,557 ,1 ,12 ,125 ,56 
03459001, Alfhausen,66 ,2 ,8 ,29 ,15 ,1 ,0 ,0 ,0 ,0 ,45 ,1 ,8 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,13 ,4 ,1 ,0 ,0 ,0 ,0 
03459002, Ankum,132 ,2 ,16 ,48 ,27 ,8 ,0 ,0 ,2 ,0 ,72 ,2 ,15 ,25 ,19 ,4 ,0 ,0 ,1 ,0 ,60 ,0 ,1 ,23 ,9 ,4 ,0 ,0 ,1 ,0 
03459003, Bad Essen,315 ,3 ,31 ,126 ,75 ,38 ,0 ,4 ,10 ,7 ,170 ,3 ,29 ,62 ,41 ,17 ,0 ,4 ,4 ,3 ,145 ,0 ,2 ,64 ,34 ,21 ,0 ,0 ,7 ,4 
03459004," Bad Iburg, Stadt",227 ,2 ,16 ,79 ,52 ,26 ,0 ,0 ,4 ,1 ,101 ,2 ,16 ,35 ,26 ,5 ,0 ,0 ,1 ,1 ,125 ,0 ,0 ,43 ,27 ,21 ,0 ,0 ,4 ,0 
03459005, Bad Laer,171 ,3 ,15 ,60 ,39 ,19 ,0 ,1 ,2 ,1 ,90 ,3 ,14 ,36 ,26 ,3 ,0 ,0 ,0 ,0 ,81 ,0 ,1 ,24 ,12 ,16 ,0 ,0 ,2 ,1 
03459006, Bad Rothenfelde,160 ,1 ,8 ,56 ,34 ,18 ,0 ,1 ,5 ,3 ,67 ,1 ,8 ,29 ,22 ,7 ,0 ,1 ,1 ,1 ,93 ,0 ,1 ,27 ,12 ,12 ,0 ,0 ,3 ,3 
03459007, Badbergen,104 ,2 ,8 ,39 ,18 ,3 ,0 ,0 ,0 ,0 ,46 ,2 ,7 ,20 ,11 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,1 ,18 ,7 ,3 ,0 ,0 ,0 ,0 
03459008, Belm,329 ,2 ,20 ,116 ,74 ,39 ,0 ,2 ,6 ,3 ,143 ,2 ,18 ,60 ,44 ,10 ,0 ,1 ,2 ,1 ,186 ,0 ,2 ,56 ,30 ,30 ,0 ,1 ,4 ,2 
03459009, Berge,54 ,2 ,10 ,18 ,11 ,1 ,0 ,0 ,0 ,0 ,33 ,1 ,7 ,11 ,7 ,1 ,0 ,0 ,0 ,0 ,22 ,0 ,3 ,7 ,3 ,1 ,0 ,0 ,0 ,0 
03459010," Bersenbrück, Stadt",165 ,3 ,17 ,63 ,35 ,17 ,0 ,2 ,5 ,2 ,85 ,2 ,15 ,31 ,19 ,6 ,0 ,2 ,0 ,0 ,80 ,0 ,2 ,32 ,16 ,11 ,0 ,0 ,4 ,1 
03459011, Bippen,62 ,0 ,5 ,22 ,13 ,2 ,0 ,0 ,0 ,0 ,30 ,0 ,3 ,13 ,7 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,2 ,8 ,6 ,2 ,0 ,0 ,0 ,0 
03459012, Bissendorf,214 ,3 ,22 ,80 ,53 ,13 ,0 ,0 ,3 ,1 ,141 ,3 ,22 ,57 ,42 ,8 ,0 ,0 ,2 ,1 ,73 ,0 ,0 ,23 ,12 ,6 ,0 ,0 ,1 ,0 
03459013, Bohmte,259 ,4 ,25 ,88 ,58 ,25 ,0 ,2 ,5 ,2 ,138 ,4 ,24 ,57 ,43 ,8 ,0 ,2 ,2 ,1 ,121 ,0 ,1 ,32 ,15 ,16 ,0 ,0 ,3 ,0 
03459014," Bramsche, Stadt",771 ,7 ,64 ,258 ,164 ,48 ,0 ,3 ,11 ,6 ,368 ,6 ,52 ,168 ,121 ,18 ,0 ,2 ,4 ,2 ,402 ,1 ,12 ,90 ,44 ,30 ,0 ,0 ,6 ,4 
03459015," Dissen am Teutoburger Wald,St.",260 ,0 ,11 ,76 ,55 ,67 ,0 ,2 ,15 ,10 ,96 ,0 ,10 ,38 ,31 ,15 ,0 ,2 ,6 ,5 ,163 ,0 ,1 ,39 ,24 ,52 ,0 ,0 ,9 ,5 
03459016, Eggermühlen,22 ,0 ,3 ,10 ,5 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03459017," Fürstenau, Stadt",251 ,4 ,30 ,88 ,48 ,16 ,0 ,1 ,4 ,2 ,94 ,2 ,16 ,36 ,21 ,5 ,0 ,0 ,1 ,1 ,157 ,2 ,13 ,52 ,27 ,11 ,0 ,1 ,2 ,1 
03459018, Gehrde,45 ,1 ,2 ,17 ,9 ,1 ,0 ,0 ,1 ,0 ,27 ,1 ,2 ,12 ,7 ,1 ,0 ,0 ,1 ,0 ,18 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
03459019," Georgsmarienhütte, Stadt",684 ,3 ,54 ,228 ,142 ,89 ,0 ,4 ,21 ,10 ,317 ,3 ,45 ,136 ,100 ,24 ,0 ,4 ,5 ,4 ,366 ,0 ,8 ,91 ,43 ,65 ,0 ,1 ,16 ,6 
03459020, Hagen am Teutoburger Wald,244 ,2 ,24 ,83 ,57 ,24 ,0 ,1 ,5 ,4 ,120 ,2 ,20 ,48 ,38 ,8 ,0 ,0 ,2 ,2 ,124 ,0 ,4 ,35 ,20 ,17 ,0 ,1 ,3 ,2 
03459021, Hasbergen,242 ,2 ,16 ,92 ,56 ,13 ,0 ,0 ,3 ,2 ,116 ,2 ,13 ,49 ,34 ,5 ,0 ,0 ,0 ,0 ,126 ,0 ,3 ,43 ,22 ,8 ,0 ,0 ,3 ,2 
03459022, Hilter am Teutoburger Wald,188 ,2 ,18 ,74 ,48 ,13 ,0 ,1 ,2 ,0 ,108 ,2 ,18 ,53 ,39 ,7 ,0 ,1 ,0 ,0 ,80 ,0 ,0 ,22 ,9 ,6 ,0 ,0 ,1 ,0 
03459023, Kettenkamp,23 ,0 ,2 ,11 ,5 ,3 ,0 ,0 ,2 ,0 ,15 ,0 ,2 ,6 ,4 ,2 ,0 ,0 ,1 ,0 ,8 ,0 ,0 ,5 ,2 ,1 ,0 ,0 ,0 ,0 
03459024," Melle, Stadt",937 ,10 ,90 ,352 ,216 ,120 ,2 ,8 ,36 ,20 ,519 ,10 ,80 ,222 ,150 ,44 ,2 ,7 ,13 ,8 ,418 ,0 ,10 ,130 ,66 ,76 ,0 ,1 ,24 ,12 
03459025, Menslage,49 ,0 ,3 ,18 ,11 ,3 ,0 ,0 ,1 ,0 ,24 ,0 ,3 ,7 ,4 ,2 ,0 ,0 ,1 ,0 ,25 ,0 ,0 ,11 ,7 ,0 ,0 ,0 ,0 ,0 
03459026, Merzen,59 ,0 ,6 ,22 ,12 ,3 ,0 ,1 ,0 ,0 ,30 ,0 ,4 ,14 ,9 ,1 ,0 ,1 ,0 ,0 ,30 ,0 ,2 ,8 ,3 ,2 ,0 ,0 ,0 ,0 
03459027, Neuenkirchen,82 ,2 ,8 ,34 ,20 ,3 ,0 ,0 ,1 ,0 ,40 ,1 ,7 ,16 ,13 ,1 ,0 ,0 ,0 ,0 ,42 ,0 ,2 ,17 ,8 ,2 ,0 ,0 ,1 ,0 
03459028, Nortrup,43 ,0 ,3 ,18 ,14 ,2 ,0 ,0 ,1 ,1 ,28 ,0 ,3 ,10 ,6 ,2 ,0 ,0 ,1 ,1 ,16 ,0 ,0 ,8 ,8 ,0 ,0 ,0 ,0 ,0 
03459029, Ostercappeln,164 ,2 ,19 ,63 ,40 ,10 ,0 ,1 ,5 ,3 ,96 ,2 ,18 ,37 ,27 ,5 ,0 ,1 ,3 ,3 ,68 ,0 ,1 ,26 ,13 ,6 ,0 ,0 ,2 ,0 
03459030," Quakenbrück, Stadt",443 ,5 ,31 ,128 ,60 ,146 ,3 ,12 ,30 ,13 ,160 ,4 ,24 ,46 ,24 ,40 ,2 ,8 ,6 ,4 ,283 ,1 ,6 ,81 ,36 ,106 ,1 ,4 ,24 ,10 
03459031, Rieste,54 ,1 ,5 ,21 ,13 ,2 ,0 ,0 ,0 ,0 ,29 ,1 ,5 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,9 ,5 ,2 ,0 ,0 ,0 ,0 
03459032, Voltlage,24 ,1 ,4 ,7 ,4 ,3 ,0 ,0 ,0 ,0 ,17 ,1 ,4 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 
03459033, Wallenhorst,390 ,4 ,35 ,134 ,85 ,26 ,0 ,2 ,4 ,1 ,221 ,3 ,30 ,93 ,64 ,8 ,0 ,1 ,2 ,1 ,169 ,0 ,5 ,42 ,22 ,18 ,0 ,1 ,2 ,0 
03459034, Glandorf,92 ,2 ,14 ,33 ,24 ,12 ,0 ,1 ,2 ,2 ,52 ,2 ,13 ,18 ,16 ,2 ,0 ,1 ,0 ,0 ,40 ,0 ,1 ,15 ,8 ,10 ,0 ,0 ,2 ,1 
03460, Vechta,"2,948 ",65 ,378 ,823 ,524 ,608 ,13 ,60 ,104 ,54 ,"1,272 ",32 ,238 ,401 ,281 ,179 ,2 ,27 ,31 ,18 ,"1,675 ",34 ,140 ,423 ,244 ,429 ,11 ,33 ,74 ,36 
03460001, Bakum,79 ,2 ,14 ,28 ,18 ,8 ,0 ,1 ,3 ,1 ,44 ,2 ,11 ,18 ,14 ,4 ,0 ,1 ,1 ,1 ,34 ,1 ,2 ,10 ,4 ,4 ,0 ,0 ,2 ,0 
03460002," Damme, Stadt",293 ,4 ,38 ,82 ,52 ,35 ,0 ,2 ,5 ,3 ,130 ,2 ,25 ,46 ,34 ,7 ,0 ,1 ,1 ,1 ,162 ,2 ,12 ,37 ,19 ,28 ,0 ,1 ,4 ,2 
03460003," Dinklage, Stadt",309 ,6 ,34 ,106 ,63 ,46 ,2 ,5 ,10 ,3 ,123 ,2 ,21 ,43 ,31 ,10 ,0 ,1 ,2 ,1 ,186 ,3 ,13 ,63 ,32 ,37 ,2 ,4 ,8 ,2 
