,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
03156011," Osterode am Harz, Stadt","1,233 ",35 ,132 ,346 ,189 ,157 ,3 ,13 ,30 ,15 ,302 ,4 ,35 ,136 ,103 ,19 ,0 ,1 ,9 ,8 ,931 ,31 ,98 ,210 ,86 ,139 ,3 ,12 ,21 ,7 
03156012, Walkenried,103 ,6 ,13 ,31 ,16 ,1 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,74 ,6 ,10 ,22 ,11 ,1 ,0 ,0 ,0 ,0 
03156013, Wieda,58 ,4 ,7 ,18 ,10 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,43 ,4 ,5 ,11 ,4 ,1 ,0 ,0 ,0 ,0 
03156014, Windhausen,52 ,1 ,6 ,16 ,9 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,5 ,6 ,4 ,1 ,0 ,0 ,0 ,0 
03156015, Wulften am Harz,54 ,1 ,3 ,15 ,8 ,2 ,0 ,0 ,1 ,0 ,21 ,1 ,2 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,1 ,6 ,3 ,2 ,0 ,0 ,1 ,0 
03156016, Zorge,54 ,2 ,6 ,12 ,5 ,1 ,0 ,0 ,1 ,1 ,13 ,0 ,3 ,4 ,3 ,1 ,0 ,0 ,1 ,1 ,41 ,1 ,3 ,7 ,2 ,0 ,0 ,0 ,0 ,0 
03157, Peine,"4,389 ",83 ,433 ,"1,310 ",730 ,403 ,10 ,40 ,69 ,37 ,"1,391 ",22 ,194 ,587 ,438 ,57 ,2 ,11 ,8 ,6 ,"2,998 ",61 ,239 ,722 ,292 ,346 ,9 ,30 ,60 ,31 
03157001, Edemissen,298 ,5 ,36 ,97 ,60 ,6 ,0 ,1 ,3 ,2 ,128 ,2 ,23 ,56 ,42 ,2 ,0 ,1 ,0 ,0 ,169 ,3 ,13 ,41 ,18 ,4 ,0 ,1 ,3 ,2 
03157002, Hohenhameln,283 ,6 ,29 ,87 ,54 ,14 ,0 ,1 ,5 ,2 ,115 ,2 ,15 ,50 ,38 ,2 ,0 ,0 ,1 ,1 ,168 ,5 ,14 ,38 ,16 ,12 ,0 ,1 ,4 ,2 
03157003, Ilsede,388 ,8 ,42 ,123 ,72 ,43 ,2 ,5 ,6 ,3 ,143 ,3 ,22 ,63 ,48 ,7 ,0 ,2 ,0 ,0 ,245 ,5 ,20 ,60 ,23 ,36 ,2 ,3 ,5 ,3 
03157004, Lahstedt,299 ,6 ,31 ,94 ,50 ,9 ,0 ,1 ,1 ,1 ,109 ,1 ,15 ,42 ,28 ,2 ,0 ,0 ,0 ,0 ,190 ,5 ,16 ,51 ,21 ,7 ,0 ,0 ,1 ,1 
03157005, Lengede,325 ,6 ,34 ,119 ,73 ,11 ,0 ,2 ,1 ,1 ,132 ,2 ,16 ,63 ,48 ,2 ,0 ,0 ,0 ,0 ,193 ,5 ,18 ,56 ,25 ,9 ,0 ,1 ,1 ,1 
03157006," Peine, Stadt","2,212 ",39 ,209 ,615 ,317 ,291 ,6 ,29 ,45 ,23 ,514 ,7 ,73 ,217 ,165 ,37 ,1 ,8 ,5 ,4 ,"1,699 ",32 ,136 ,398 ,152 ,254 ,5 ,21 ,40 ,19 
03157007, Vechelde,375 ,7 ,30 ,111 ,63 ,24 ,0 ,0 ,7 ,4 ,152 ,3 ,16 ,61 ,42 ,4 ,0 ,0 ,1 ,0 ,223 ,4 ,13 ,50 ,20 ,20 ,0 ,0 ,6 ,4 
03157008, Wendeburg,208 ,6 ,22 ,64 ,42 ,4 ,0 ,1 ,0 ,0 ,98 ,3 ,13 ,35 ,28 ,2 ,0 ,0 ,0 ,0 ,111 ,3 ,9 ,29 ,14 ,2 ,0 ,1 ,0 ,0 
03158, Wolfenbüttel,"4,105 ",66 ,366 ,"1,316 ",794 ,386 ,6 ,26 ,76 ,40 ,"1,219 ",20 ,151 ,523 ,400 ,58 ,1 ,6 ,14 ,10 ,"2,886 ",46 ,215 ,792 ,394 ,328 ,4 ,20 ,62 ,30 
03158002, Baddeckenstedt,82 ,2 ,10 ,25 ,19 ,12 ,0 ,2 ,3 ,3 ,26 ,0 ,4 ,12 ,10 ,3 ,0 ,0 ,1 ,1 ,56 ,2 ,6 ,12 ,9 ,9 ,0 ,2 ,2 ,2 
03158004, Burgdorf,54 ,1 ,4 ,19 ,13 ,5 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,3 ,8 ,4 ,5 ,0 ,0 ,0 ,0 
03158005, Cramme,28 ,1 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
03158006, Cremlingen,251 ,3 ,22 ,85 ,52 ,7 ,0 ,0 ,3 ,0 ,102 ,2 ,14 ,42 ,31 ,2 ,0 ,0 ,1 ,0 ,149 ,1 ,8 ,43 ,20 ,5 ,0 ,0 ,2 ,0 
03158007, Dahlum,25 ,0 ,1 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
03158008, Denkte,54 ,2 ,6 ,22 ,16 ,3 ,0 ,0 ,0 ,0 ,31 ,0 ,3 ,14 ,11 ,0 ,0 ,0 ,0 ,0 ,24 ,2 ,2 ,8 ,5 ,2 ,0 ,0 ,0 ,0 
03158009, Dettum,22 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,1 ,1 ,12 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03158010, Dorstadt,26 ,0 ,2 ,6 ,5 ,3 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,3 ,2 ,3 ,0 ,0 ,0 ,0 
03158011, Elbe,38 ,1 ,6 ,14 ,10 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,4 ,7 ,4 ,1 ,0 ,0 ,0 ,0 
03158012, Erkerode,14 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03158013, Evessen,22 ,0 ,2 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
03158014, Flöthe,21 ,1 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03158015, Gielde,23 ,0 ,2 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
03158016, Haverlah,34 ,1 ,4 ,11 ,8 ,1 ,0 ,0 ,0 ,0 ,15 ,1 ,3 ,5 ,5 ,1 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 
03158017, Hedeper,21 ,1 ,2 ,7 ,3 ,1 ,0 ,0 ,1 ,0 ,6 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,1 ,6 ,2 ,1 ,0 ,0 ,1 ,0 
03158018, Heere,30 ,1 ,6 ,8 ,6 ,2 ,0 ,1 ,0 ,0 ,14 ,1 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,2 ,2 ,1 ,0 ,1 ,0 ,0 
03158019, Heiningen,25 ,0 ,3 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03158020," Hornburg, Stadt",109 ,2 ,8 ,47 ,31 ,2 ,0 ,0 ,1 ,1 ,35 ,0 ,3 ,20 ,16 ,1 ,0 ,0 ,0 ,0 ,74 ,2 ,5 ,27 ,15 ,1 ,0 ,0 ,1 ,1 
03158021, Kissenbrück,34 ,1 ,5 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03158022, Kneitlingen,22 ,1 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
03158023, Ohrum,20 ,1 ,2 ,10 ,5 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,1 ,6 ,2 ,1 ,0 ,0 ,0 ,0 
03158024, Remlingen,56 ,1 ,6 ,20 ,13 ,1 ,0 ,0 ,0 ,0 ,20 ,1 ,3 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,3 ,11 ,7 ,0 ,0 ,0 ,0 ,0 
03158025, Roklum,17 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03158026, Schladen,195 ,2 ,19 ,54 ,36 ,5 ,0 ,0 ,1 ,0 ,47 ,0 ,7 ,22 ,18 ,1 ,0 ,0 ,0 ,0 ,149 ,2 ,12 ,32 ,18 ,5 ,0 ,0 ,0 ,0 
03158027," Schöppenstedt, Stadt",239 ,4 ,22 ,75 ,45 ,18 ,0 ,2 ,5 ,3 ,52 ,1 ,6 ,22 ,18 ,1 ,0 ,0 ,0 ,0 ,187 ,4 ,17 ,53 ,27 ,17 ,0 ,2 ,5 ,3 
03158028, Sehlde,22 ,0 ,1 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
03158029, Semmenstedt,19 ,1 ,2 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,12 ,1 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03158030, Sickte,119 ,2 ,12 ,40 ,24 ,2 ,0 ,0 ,0 ,0 ,53 ,1 ,8 ,22 ,16 ,0 ,0 ,0 ,0 ,0 ,66 ,1 ,4 ,18 ,8 ,2 ,0 ,0 ,0 ,0 
03158031, Uehrde,21 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03158032, Vahlberg,18 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03158033, Veltheim (Ohe),15 ,0 ,1 ,9 ,5 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
03158034, Werlaburgdorf,24 ,0 ,0 ,10 ,4 ,2 ,0 ,0 ,1 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,8 ,3 ,2 ,0 ,0 ,1 ,0 
03158035, Winnigstedt,34 ,0 ,2 ,16 ,10 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,11 ,6 ,1 ,0 ,0 ,0 ,0 
03158036, Wittmar,38 ,1 ,4 ,14 ,10 ,3 ,0 ,0 ,2 ,1 ,15 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,7 ,4 ,2 ,0 ,0 ,2 ,1 
03158037," Wolfenbüttel, Stadt","2,230 ",36 ,189 ,684 ,390 ,306 ,4 ,18 ,56 ,30 ,540 ,9 ,61 ,231 ,171 ,43 ,1 ,4 ,10 ,7 ,"1,690 ",27 ,127 ,453 ,219 ,263 ,3 ,14 ,46 ,23 
03158038, Börßum,100 ,1 ,8 ,28 ,18 ,3 ,0 ,0 ,0 ,0 ,32 ,1 ,4 ,13 ,10 ,1 ,0 ,0 ,0 ,0 ,68 ,1 ,4 ,16 ,9 ,2 ,0 ,0 ,0 ,0 
03241, Region Hannover,"49,572 ",808 ,"4,546 ","13,461 ","7,555 ","11,508 ",169 ,842 ,"2,575 ","1,338 ","11,639 ",181 ,"1,500 ","4,104 ","2,870 ","1,335 ",16 ,148 ,304 ,200 ,"37,933 ",627 ,"3,046 ","9,358 ","4,685 ","10,172 ",153 ,695 ,"2,270 ","1,138 "
03241001," Hannover, Landeshauptstadt","28,844 ",439 ,"2,496 ","7,310 ","3,940 ","7,895 ",105 ,542 ,"1,795 ",935 ,"5,323 ",58 ,638 ,"1,612 ","1,085 ",852 ,9 ,90 ,187 ,121 ,"23,521 ",381 ,"1,858 ","5,698 ","2,855 ","7,043 ",95 ,452 ,"1,608 ",814 
03241002," Barsinghausen, Stadt","1,030 ",23 ,110 ,328 ,196 ,135 ,4 ,11 ,28 ,21 ,371 ,9 ,54 ,145 ,107 ,24 ,0 ,2 ,7 ,6 ,660 ,14 ,56 ,183 ,90 ,111 ,4 ,9 ,21 ,15 
03241003," Burgdorf, Stadt","1,191 ",18 ,93 ,360 ,200 ,187 ,4 ,12 ,46 ,21 ,310 ,5 ,37 ,126 ,91 ,23 ,0 ,1 ,6 ,4 ,881 ,13 ,56 ,234 ,109 ,165 ,4 ,11 ,40 ,18 
03241004," Burgwedel, Stadt",440 ,11 ,45 ,134 ,73 ,58 ,3 ,4 ,18 ,7 ,160 ,4 ,23 ,53 ,36 ,8 ,0 ,0 ,1 ,1 ,280 ,7 ,22 ,81 ,37 ,50 ,3 ,4 ,16 ,7 
03241005," Garbsen, Stadt","2,613 ",51 ,275 ,717 ,398 ,698 ,14 ,67 ,136 ,68 ,751 ,17 ,111 ,278 ,187 ,92 ,2 ,11 ,24 ,15 ,"1,862 ",34 ,164 ,439 ,211 ,606 ,12 ,55 ,112 ,52 
03241006," Gehrden, Stadt",364 ,8 ,32 ,122 ,70 ,55 ,3 ,8 ,9 ,5 ,141 ,2 ,17 ,55 ,39 ,9 ,0 ,2 ,1 ,0 ,223 ,7 ,16 ,67 ,31 ,47 ,3 ,6 ,8 ,5 
03241007," Hemmingen, Stadt",485 ,5 ,31 ,176 ,99 ,73 ,1 ,4 ,16 ,8 ,158 ,2 ,14 ,76 ,50 ,10 ,0 ,1 ,2 ,2 ,327 ,3 ,17 ,100 ,50 ,63 ,1 ,2 ,13 ,6 
03241008, Isernhagen,502 ,8 ,46 ,191 ,124 ,82 ,1 ,6 ,23 ,13 ,208 ,3 ,29 ,92 ,73 ,14 ,0 ,3 ,4 ,3 ,294 ,5 ,18 ,99 ,52 ,69 ,0 ,3 ,20 ,10 
03241009," Laatzen, Stadt","1,782 ",27 ,136 ,545 ,331 ,436 ,5 ,24 ,102 ,56 ,379 ,8 ,47 ,158 ,123 ,38 ,1 ,4 ,9 ,8 ,"1,403 ",19 ,89 ,388 ,208 ,398 ,4 ,20 ,93 ,48 
03241010," Langenhagen, Stadt","2,177 ",36 ,237 ,636 ,372 ,463 ,7 ,45 ,101 ,56 ,639 ,12 ,90 ,249 ,172 ,64 ,1 ,10 ,18 ,12 ,"1,538 ",24 ,147 ,387 ,200 ,399 ,6 ,34 ,83 ,44 
03241011," Lehrte, Stadt","1,731 ",43 ,201 ,448 ,260 ,255 ,7 ,31 ,47 ,19 ,440 ,12 ,65 ,174 ,128 ,31 ,1 ,5 ,5 ,3 ,"1,291 ",31 ,136 ,274 ,132 ,225 ,6 ,26 ,42 ,16 
03241012," Neustadt am Rübenberge, Stadt","1,298 ",24 ,152 ,349 ,211 ,161 ,3 ,15 ,34 ,17 ,439 ,8 ,63 ,166 ,118 ,20 ,0 ,2 ,5 ,3 ,858 ,16 ,89 ,184 ,93 ,141 ,3 ,13 ,30 ,15 
03241013," Pattensen, Stadt",323 ,5 ,26 ,108 ,71 ,29 ,0 ,1 ,7 ,4 ,118 ,2 ,12 ,50 ,38 ,7 ,0 ,0 ,2 ,2 ,205 ,3 ,14 ,59 ,33 ,22 ,0 ,1 ,5 ,2 
03241014," Ronnenberg, Stadt",983 ,12 ,92 ,271 ,164 ,188 ,2 ,12 ,33 ,21 ,276 ,4 ,42 ,105 ,76 ,20 ,0 ,2 ,5 ,4 ,706 ,8 ,51 ,166 ,88 ,168 ,2 ,10 ,28 ,16 
03241015," Seelze, Stadt","1,281 ",27 ,144 ,336 ,185 ,231 ,3 ,16 ,52 ,20 ,344 ,7 ,51 ,126 ,90 ,31 ,0 ,2 ,7 ,4 ,938 ,20 ,92 ,210 ,95 ,200 ,3 ,15 ,44 ,16 
03241016," Sehnde, Stadt",583 ,12 ,68 ,163 ,101 ,63 ,1 ,6 ,16 ,7 ,188 ,4 ,28 ,74 ,55 ,9 ,0 ,2 ,2 ,2 ,396 ,8 ,40 ,89 ,47 ,55 ,1 ,4 ,14 ,6 
03241017," Springe, Stadt","1,105 ",20 ,107 ,358 ,208 ,129 ,2 ,10 ,34 ,17 ,355 ,8 ,46 ,145 ,100 ,28 ,0 ,1 ,7 ,5 ,749 ,12 ,61 ,213 ,108 ,102 ,2 ,9 ,27 ,12 
03241018, Uetze,695 ,12 ,57 ,209 ,123 ,68 ,1 ,5 ,15 ,5 ,194 ,5 ,27 ,80 ,60 ,10 ,0 ,2 ,2 ,1 ,501 ,7 ,29 ,129 ,63 ,58 ,0 ,4 ,13 ,4 
03241019, Wedemark,621 ,3 ,35 ,225 ,140 ,58 ,0 ,2 ,14 ,9 ,255 ,2 ,22 ,110 ,81 ,8 ,0 ,1 ,2 ,1 ,366 ,1 ,13 ,115 ,59 ,50 ,0 ,1 ,13 ,9 
03241020, Wennigsen (Deister),353 ,5 ,35 ,127 ,73 ,39 ,0 ,2 ,9 ,6 ,136 ,2 ,18 ,57 ,38 ,7 ,0 ,1 ,2 ,2 ,217 ,3 ,17 ,69 ,35 ,32 ,0 ,2 ,7 ,4 
03241021," Wunstorf, Stadt","1,171 ",19 ,128 ,347 ,214 ,203 ,4 ,19 ,39 ,22 ,454 ,7 ,66 ,172 ,124 ,34 ,1 ,6 ,6 ,3 ,717 ,12 ,62 ,174 ,90 ,169 ,3 ,13 ,33 ,19 
03251, Diepholz,"5,018 ",97 ,568 ,"1,495 ",908 ,472 ,10 ,43 ,81 ,41 ,"1,988 ",37 ,288 ,777 ,553 ,96 ,3 ,13 ,19 ,12 ,"3,030 ",60 ,279 ,718 ,355 ,376 ,8 ,29 ,61 ,29 
03251001, Affinghausen,15 ,0 ,3 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
03251002, Asendorf,72 ,0 ,6 ,18 ,14 ,3 ,0 ,0 ,0 ,0 ,24 ,0 ,5 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,48 ,0 ,1 ,10 ,8 ,3 ,0 ,0 ,0 ,0 
03251003, Bahrenborstel,20 ,0 ,3 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03251004," Barenburg, Flecken",29 ,1 ,4 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03251005," Barnstorf, Flecken",190 ,5 ,30 ,46 ,29 ,14 ,0 ,3 ,3 ,1 ,71 ,2 ,13 ,26 ,20 ,4 ,0 ,1 ,1 ,0 ,119 ,3 ,17 ,20 ,9 ,10 ,0 ,3 ,2 ,1 
03251006, Barver,20 ,1 ,3 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
03251007," Bassum, Stadt",378 ,7 ,37 ,107 ,64 ,36 ,0 ,2 ,7 ,2 ,148 ,4 ,22 ,59 ,41 ,8 ,0 ,1 ,2 ,1 ,230 ,3 ,16 ,48 ,24 ,28 ,0 ,1 ,5 ,1 
03251008, Borstel,28 ,1 ,5 ,7 ,4 ,2 ,1 ,1 ,0 ,0 ,14 ,0 ,4 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,14 ,1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,0 
03251009, Brockum,16 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
03251011, Dickel,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
03251012," Diepholz, Stadt",594 ,13 ,73 ,149 ,78 ,66 ,2 ,6 ,8 ,5 ,152 ,3 ,24 ,45 ,33 ,12 ,1 ,2 ,1 ,0 ,442 ,10 ,49 ,104 ,45 ,54 ,1 ,4 ,7 ,4 
03251013, Drebber,52 ,0 ,6 ,14 ,10 ,4 ,0 ,0 ,1 ,1 ,24 ,0 ,2 ,10 ,8 ,2 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,4 ,2 ,2 ,0 ,0 ,1 ,1 
03251014, Drentwede,19 ,0 ,2 ,9 ,6 ,1 ,0 ,0 ,1 ,1 ,11 ,0 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,1 ,8 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03251015, Ehrenburg,44 ,1 ,5 ,16 ,9 ,1 ,0 ,0 ,1 ,1 ,17 ,1 ,4 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,1 ,10 ,4 ,1 ,0 ,0 ,1 ,1 
03251017, Eydelstedt,33 ,0 ,2 ,13 ,4 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,3 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
03251018, Freistatt,17 ,0 ,0 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
03251019, Hemsloh,20 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
03251020, Hüde,26 ,1 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03251021, Kirchdorf,49 ,0 ,2 ,24 ,14 ,3 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,14 ,9 ,1 ,0 ,0 ,0 ,0 ,26 ,0 ,1 ,9 ,4 ,1 ,0 ,0 ,0 ,0 
03251022, Lembruch,24 ,0 ,1 ,11 ,5 ,3 ,0 ,0 ,2 ,1 ,12 ,0 ,0 ,5 ,3 ,2 ,0 ,0 ,1 ,1 ,12 ,0 ,1 ,5 ,2 ,2 ,0 ,0 ,1 ,0 
03251023," Lemförde, Flecken",52 ,0 ,6 ,16 ,9 ,10 ,0 ,1 ,4 ,2 ,21 ,0 ,4 ,8 ,6 ,3 ,0 ,1 ,1 ,1 ,31 ,0 ,3 ,8 ,3 ,7 ,0 ,1 ,3 ,0 
03251024, Maasen,16 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03251025, Marl,23 ,1 ,1 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,7 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,7 ,6 ,1 ,0 ,0 ,0 ,0 
03251026, Martfeld,56 ,1 ,6 ,18 ,12 ,1 ,0 ,0 ,0 ,0 ,29 ,0 ,4 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,2 ,7 ,4 ,1 ,0 ,0 ,0 ,0 
03251027, Mellinghausen,23 ,0 ,2 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,4 ,4 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
03251028, Neuenkirchen,29 ,1 ,3 ,11 ,4 ,1 ,0 ,0 ,1 ,1 ,12 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,8 ,2 ,1 ,0 ,0 ,1 ,1 
03251029, Quernheim,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
03251030, Rehden,35 ,0 ,5 ,14 ,6 ,2 ,0 ,1 ,0 ,0 ,15 ,0 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,3 ,8 ,4 ,1 ,0 ,0 ,0 ,0 
03251031, Scholen,17 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
03251032, Schwaförden,41 ,0 ,5 ,10 ,8 ,5 ,0 ,1 ,1 ,1 ,12 ,0 ,2 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,3 ,5 ,4 ,5 ,0 ,1 ,1 ,1 
