,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
16064065, Weberstedt,33 ,0 ,4 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16064066, Weinbergen,179 ,1 ,16 ,70 ,38 ,0 ,0 ,0 ,0 ,0 ,102 ,1 ,12 ,47 ,29 ,0 ,0 ,0 ,0 ,0 ,77 ,0 ,3 ,23 ,9 ,0 ,0 ,0 ,0 ,0 
16064071, Unstruttal,177 ,2 ,19 ,65 ,36 ,2 ,0 ,0 ,0 ,0 ,108 ,2 ,15 ,44 ,28 ,1 ,0 ,0 ,0 ,0 ,69 ,0 ,5 ,21 ,8 ,1 ,0 ,0 ,0 ,0 
16064072, Menteroda,166 ,2 ,17 ,60 ,28 ,3 ,0 ,0 ,0 ,0 ,70 ,1 ,11 ,33 ,19 ,0 ,0 ,0 ,0 ,0 ,96 ,1 ,6 ,27 ,8 ,3 ,0 ,0 ,0 ,0 
16064073, Anrode,192 ,4 ,17 ,57 ,30 ,1 ,0 ,0 ,0 ,0 ,102 ,2 ,12 ,34 ,17 ,1 ,0 ,0 ,0 ,0 ,90 ,1 ,5 ,22 ,13 ,1 ,0 ,0 ,0 ,0 
16064074, Südeichsfeld,292 ,4 ,29 ,107 ,59 ,2 ,0 ,0 ,0 ,0 ,194 ,3 ,24 ,71 ,41 ,1 ,0 ,0 ,0 ,0 ,98 ,1 ,5 ,36 ,18 ,1 ,0 ,0 ,0 ,0 
16065, Kyffhäuserkreis,"7,130 ",89 ,659 ,"2,233 ","1,202 ",81 ,0 ,4 ,10 ,5 ,"2,563 ",41 ,335 ,"1,031 ",623 ,17 ,0 ,0 ,2 ,2 ,"4,568 ",48 ,324 ,"1,202 ",579 ,64 ,0 ,3 ,8 ,3 
16065001, Abtsbessingen,45 ,1 ,4 ,14 ,9 ,1 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16065002," Artern/Unstrut, Stadt",631 ,8 ,49 ,198 ,116 ,8 ,0 ,0 ,1 ,1 ,163 ,4 ,20 ,78 ,53 ,1 ,0 ,0 ,1 ,1 ,468 ,4 ,28 ,120 ,63 ,7 ,0 ,0 ,1 ,0 
16065003," Bad Frankenhausen/Kyffh., St.",780 ,10 ,79 ,217 ,121 ,7 ,0 ,0 ,1 ,0 ,225 ,4 ,36 ,88 ,55 ,2 ,0 ,0 ,0 ,0 ,555 ,6 ,43 ,129 ,66 ,5 ,0 ,0 ,1 ,0 
16065004, Badra,36 ,0 ,6 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
16065005, Bellstedt,16 ,0 ,2 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
16065006, Bendeleben,50 ,0 ,2 ,22 ,13 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,1 ,13 ,9 ,0 ,0 ,0 ,0 ,0 
16065008, Borxleben,29 ,0 ,1 ,10 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
16065011, Bretleben,46 ,2 ,4 ,20 ,9 ,0 ,0 ,0 ,0 ,0 ,25 ,1 ,2 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
16065012," Clingen, Stadt",82 ,0 ,6 ,26 ,14 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,4 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,45 ,0 ,2 ,12 ,6 ,0 ,0 ,0 ,0 ,0 
16065013, Donndorf,46 ,0 ,8 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,5 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 
16065014," Ebeleben, Stadt",248 ,4 ,29 ,76 ,48 ,2 ,0 ,0 ,0 ,0 ,98 ,2 ,14 ,42 ,30 ,1 ,0 ,0 ,0 ,0 ,150 ,3 ,15 ,34 ,17 ,1 ,0 ,0 ,0 ,0 
16065016, Etzleben,22 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16065018, Freienbessingen,17 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16065019, Gehofen,69 ,0 ,4 ,22 ,12 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,46 ,0 ,2 ,12 ,6 ,0 ,0 ,0 ,0 ,0 
16065021, Göllingen,73 ,2 ,6 ,26 ,16 ,0 ,0 ,0 ,0 ,0 ,19 ,1 ,4 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,54 ,1 ,2 ,21 ,14 ,0 ,0 ,0 ,0 ,0 
16065022, Gorsleben,64 ,0 ,6 ,21 ,14 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,40 ,0 ,2 ,12 ,8 ,0 ,0 ,0 ,0 ,0 
16065023," Greußen, Stadt",404 ,4 ,34 ,136 ,64 ,4 ,0 ,0 ,0 ,0 ,108 ,1 ,13 ,45 ,28 ,2 ,0 ,0 ,0 ,0 ,296 ,3 ,21 ,91 ,36 ,2 ,0 ,0 ,0 ,0 
16065027, Günserode,24 ,0 ,2 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
16065029, Hachelbich,41 ,0 ,3 ,19 ,10 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
16065031, Hauteroda,38 ,0 ,2 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
16065032, Helbedündorf,172 ,3 ,15 ,55 ,24 ,1 ,0 ,0 ,0 ,0 ,66 ,1 ,8 ,20 ,8 ,1 ,0 ,0 ,0 ,0 ,106 ,2 ,7 ,35 ,16 ,0 ,0 ,0 ,0 ,0 
16065033," Heldrungen, Stadt",201 ,2 ,21 ,49 ,27 ,2 ,0 ,0 ,0 ,0 ,66 ,1 ,7 ,25 ,16 ,0 ,0 ,0 ,0 ,0 ,135 ,1 ,14 ,24 ,10 ,2 ,0 ,0 ,0 ,0 
16065034, Hemleben,23 ,0 ,2 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16065035, Heygendorf,65 ,1 ,4 ,18 ,7 ,0 ,0 ,0 ,0 ,0 ,20 ,1 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,45 ,1 ,2 ,10 ,3 ,0 ,0 ,0 ,0 ,0 
16065038, Holzsußra,21 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16065039, Ichstedt,65 ,0 ,3 ,24 ,13 ,1 ,0 ,0 ,0 ,0 ,32 ,0 ,2 ,14 ,8 ,1 ,0 ,0 ,0 ,0 ,33 ,0 ,1 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
16065042, Kalbsrieth,76 ,0 ,5 ,30 ,17 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,2 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,49 ,0 ,2 ,18 ,9 ,0 ,0 ,0 ,0 ,0 
16065046, Mönchpfiffel-Nikolausrieth,32 ,0 ,2 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
16065047, Nausitz,12 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16065048, Niederbösa,14 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16065051, Oberbösa,25 ,0 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16065052, Oberheldrungen,67 ,1 ,9 ,24 ,14 ,2 ,0 ,0 ,1 ,1 ,27 ,0 ,6 ,11 ,7 ,1 ,0 ,0 ,1 ,1 ,40 ,0 ,3 ,13 ,8 ,1 ,0 ,0 ,0 ,0 
16065054, Oldisleben,184 ,1 ,13 ,72 ,42 ,3 ,0 ,0 ,0 ,0 ,85 ,1 ,9 ,40 ,26 ,1 ,0 ,0 ,0 ,0 ,98 ,1 ,4 ,33 ,16 ,2 ,0 ,0 ,0 ,0 
16065056, Reinsdorf,65 ,0 ,2 ,24 ,13 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,40 ,0 ,1 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
16065057, Ringleben,90 ,1 ,7 ,22 ,10 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,4 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,57 ,1 ,3 ,12 ,4 ,0 ,0 ,0 ,0 ,0 
16065058, Rockstedt,20 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16065061," Roßleben, Stadt",478 ,6 ,41 ,160 ,78 ,4 ,0 ,0 ,1 ,1 ,160 ,3 ,20 ,65 ,39 ,1 ,0 ,0 ,0 ,0 ,318 ,3 ,21 ,95 ,38 ,4 ,0 ,0 ,1 ,1 
16065062, Rottleben,80 ,0 ,6 ,33 ,16 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,4 ,12 ,4 ,0 ,0 ,0 ,0 ,0 ,53 ,0 ,2 ,22 ,12 ,0 ,0 ,0 ,0 ,0 
16065066, Seega,36 ,0 ,4 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 
16065067," Sondershausen, Stadt","1,922 ",26 ,199 ,556 ,304 ,42 ,0 ,3 ,4 ,2 ,691 ,11 ,95 ,273 ,165 ,5 ,0 ,0 ,0 ,0 ,"1,231 ",15 ,104 ,283 ,139 ,37 ,0 ,2 ,4 ,2 
16065068, Steinthaleben,41 ,0 ,2 ,17 ,6 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 
16065072, Thüringenhausen,10 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16065074, Topfstedt,42 ,0 ,6 ,13 ,8 ,1 ,0 ,0 ,0 ,0 ,26 ,0 ,5 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
16065075, Trebra,26 ,0 ,0 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
16065076, Voigtstedt,105 ,2 ,10 ,40 ,17 ,0 ,0 ,0 ,0 ,0 ,40 ,2 ,6 ,18 ,10 ,0 ,0 ,0 ,0 ,0 ,65 ,1 ,4 ,22 ,7 ,0 ,0 ,0 ,0 ,0 
16065077, Wasserthaleben,44 ,1 ,5 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,2 ,11 ,6 ,0 ,0 ,0 ,0 ,0 
16065079, Westgreußen,30 ,0 ,2 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16065081," Wiehe, Stadt",169 ,2 ,15 ,46 ,28 ,1 ,0 ,0 ,1 ,0 ,63 ,1 ,9 ,26 ,18 ,0 ,0 ,0 ,0 ,0 ,106 ,1 ,6 ,20 ,10 ,1 ,0 ,0 ,1 ,0 
16065082, Wolferschwenda,22 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16065084," Großenehrich, Stadt",233 ,4 ,28 ,66 ,32 ,1 ,0 ,0 ,0 ,0 ,117 ,3 ,18 ,39 ,20 ,1 ,0 ,0 ,0 ,0 ,117 ,2 ,10 ,27 ,12 ,0 ,0 ,0 ,0 ,0 
16066, Schmalkalden-Meiningen,"6,958 ",109 ,838 ,"2,205 ","1,211 ",100 ,1 ,4 ,17 ,6 ,"3,366 ",67 ,542 ,"1,258 ",786 ,21 ,0 ,1 ,3 ,0 ,"3,592 ",42 ,296 ,947 ,425 ,79 ,1 ,3 ,14 ,6 
16066001, Altersbach,21 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16066002, Aschenhausen,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066005, Belrieth,17 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16066006, Benshausen,108 ,2 ,11 ,39 ,24 ,0 ,0 ,0 ,0 ,0 ,67 ,1 ,9 ,27 ,19 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,2 ,12 ,5 ,0 ,0 ,0 ,0 ,0 
16066008, Bermbach,21 ,0 ,1 ,13 ,12 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16066012, Birx,10 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16066013, Breitungen/Werra,272 ,4 ,37 ,80 ,42 ,2 ,0 ,0 ,0 ,0 ,152 ,3 ,25 ,51 ,31 ,0 ,0 ,0 ,0 ,0 ,121 ,1 ,12 ,29 ,11 ,2 ,0 ,0 ,0 ,0 
16066015, Christes,34 ,0 ,3 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,3 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16066016, Dillstädt,47 ,0 ,3 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
16066017, Einhausen,20 ,1 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16066018, Ellingshausen,18 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066019, Erbenhausen,26 ,0 ,2 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16066022, Fambach,88 ,1 ,11 ,24 ,16 ,1 ,0 ,0 ,0 ,0 ,59 ,1 ,10 ,19 ,12 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
16066023, Floh-Seligenthal,260 ,4 ,27 ,90 ,54 ,2 ,0 ,0 ,0 ,0 ,161 ,3 ,20 ,68 ,44 ,1 ,0 ,0 ,0 ,0 ,99 ,1 ,7 ,22 ,10 ,0 ,0 ,0 ,0 ,0 
16066024, Frankenheim/Rhön,89 ,1 ,9 ,28 ,14 ,0 ,0 ,0 ,0 ,0 ,41 ,1 ,6 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,48 ,0 ,3 ,18 ,7 ,0 ,0 ,0 ,0 ,0 
16066025, Friedelshausen,17 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066028, Henneberg,26 ,0 ,3 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16066033, Hümpfershausen,19 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066035, Kaltensundheim,35 ,1 ,7 ,14 ,9 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,5 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16066036, Kaltenwestheim,43 ,1 ,8 ,16 ,8 ,2 ,0 ,0 ,1 ,0 ,26 ,1 ,6 ,8 ,4 ,1 ,0 ,0 ,1 ,0 ,18 ,0 ,1 ,8 ,4 ,1 ,0 ,0 ,0 ,0 
16066038, Kühndorf,62 ,0 ,5 ,22 ,16 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,4 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16066039, Leutersdorf,13 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066041, Mehmels,18 ,0 ,4 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16066042," Meiningen, Stadt","1,502 ",25 ,165 ,432 ,210 ,42 ,0 ,2 ,10 ,4 ,473 ,11 ,73 ,168 ,102 ,7 ,0 ,0 ,0 ,0 ,"1,029 ",14 ,92 ,263 ,108 ,35 ,0 ,2 ,10 ,4 
16066043, Melpers,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16066044, Metzels,32 ,1 ,7 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,5 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16066045, Neubrunn,24 ,0 ,2 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16066047," Oberhof, Stadt",80 ,1 ,5 ,30 ,16 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,3 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,45 ,1 ,3 ,14 ,6 ,0 ,0 ,0 ,0 ,0 
16066048, Oberkatz,10 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16066049, Obermaßfeld-Grimmenthal,81 ,2 ,9 ,21 ,10 ,1 ,0 ,0 ,0 ,0 ,37 ,1 ,6 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,44 ,1 ,3 ,9 ,2 ,1 ,0 ,0 ,0 ,0 
16066051," Oberschönau, Kurort",28 ,0 ,3 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16066052, Oberweid,28 ,1 ,9 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16066053, Oepfershausen,28 ,0 ,3 ,10 ,6 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
16066056, Rippershausen,36 ,2 ,8 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,26 ,2 ,7 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16066057, Ritschenhausen,19 ,0 ,2 ,10 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,7 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
16066058, Rohr,52 ,1 ,6 ,19 ,11 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,5 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16066059, Rosa,36 ,0 ,3 ,17 ,11 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16066061, Roßdorf,30 ,0 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16066062, Rotterode,24 ,0 ,2 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16066063," Schmalkalden, Kurort, Stadt","1,180 ",18 ,132 ,381 ,200 ,26 ,0 ,0 ,4 ,0 ,491 ,10 ,80 ,178 ,112 ,5 ,0 ,0 ,1 ,0 ,689 ,8 ,52 ,202 ,88 ,20 ,0 ,0 ,3 ,0 
16066064, Schwallungen,128 ,1 ,18 ,43 ,25 ,1 ,0 ,0 ,0 ,0 ,74 ,1 ,11 ,28 ,17 ,0 ,0 ,0 ,0 ,0 ,54 ,1 ,6 ,15 ,8 ,1 ,0 ,0 ,0 ,0 
16066065, Schwarza,78 ,2 ,9 ,21 ,10 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,5 ,13 ,7 ,0 ,0 ,0 ,0 ,0 ,40 ,1 ,4 ,8 ,3 ,0 ,0 ,0 ,0 ,0 
