,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
16063, Wartburgkreis,"6,760 ",108 ,840 ,"2,115 ","1,185 ",123 ,3 ,6 ,20 ,8 ,"3,151 ",65 ,528 ,"1,108 ",680 ,22 ,0 ,1 ,5 ,1 ,"3,610 ",43 ,312 ,"1,007 ",504 ,100 ,3 ,5 ,16 ,7 
16063001, Andenhausen,13 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
16063002," Bad Liebenstein, Stadt",209 ,4 ,27 ,66 ,40 ,4 ,0 ,0 ,2 ,1 ,83 ,2 ,15 ,30 ,20 ,2 ,0 ,0 ,1 ,0 ,126 ,2 ,12 ,35 ,20 ,2 ,0 ,0 ,1 ,1 
16063003," Bad Salzungen, Stadt","1,182 ",16 ,139 ,307 ,171 ,57 ,0 ,1 ,10 ,5 ,333 ,5 ,56 ,113 ,70 ,6 ,0 ,0 ,0 ,0 ,849 ,11 ,83 ,194 ,100 ,52 ,0 ,1 ,10 ,5 
16063004, Barchfeld,171 ,4 ,24 ,50 ,28 ,1 ,0 ,0 ,0 ,0 ,82 ,3 ,20 ,23 ,14 ,0 ,0 ,0 ,0 ,0 ,89 ,1 ,4 ,27 ,14 ,1 ,0 ,0 ,0 ,0 
16063006, Berka v. d. Hainich,34 ,0 ,4 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,4 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16063007," Berka/Werra, Stadt",172 ,4 ,19 ,49 ,28 ,2 ,0 ,0 ,0 ,0 ,94 ,2 ,13 ,32 ,18 ,0 ,0 ,0 ,0 ,0 ,78 ,2 ,6 ,17 ,9 ,2 ,0 ,0 ,0 ,0 
16063008, Bischofroda,30 ,0 ,4 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16063009, Brunnhartshausen,17 ,0 ,2 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 
16063011, Buttlar,42 ,2 ,5 ,19 ,13 ,0 ,0 ,0 ,0 ,0 ,30 ,2 ,5 ,13 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16063013," Creuzburg, Stadt",113 ,2 ,17 ,32 ,18 ,1 ,0 ,0 ,0 ,0 ,60 ,2 ,14 ,19 ,12 ,1 ,0 ,0 ,0 ,0 ,53 ,0 ,4 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
16063014, Dankmarshausen,41 ,1 ,6 ,15 ,8 ,1 ,0 ,0 ,0 ,0 ,25 ,1 ,5 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
16063015, Dermbach,149 ,3 ,15 ,45 ,24 ,2 ,0 ,0 ,0 ,0 ,78 ,2 ,11 ,24 ,16 ,0 ,0 ,0 ,0 ,0 ,71 ,1 ,4 ,21 ,8 ,1 ,0 ,0 ,0 ,0 
16063016, Diedorf/Rhön,17 ,1 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16063017, Dippach,32 ,2 ,6 ,10 ,6 ,1 ,0 ,0 ,0 ,0 ,22 ,1 ,4 ,9 ,5 ,1 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16063018, Dorndorf,126 ,2 ,14 ,37 ,16 ,1 ,0 ,0 ,0 ,0 ,54 ,1 ,8 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,72 ,0 ,6 ,17 ,6 ,0 ,0 ,0 ,0 ,0 
16063019, Ebenshausen,24 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16063023, Empfertshausen,21 ,1 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16063024, Ettenhausen a.d. Suhl,24 ,0 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16063026, Fischbach/Rhön,24 ,0 ,4 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16063028, Frankenroda,25 ,0 ,1 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16063029, Frauensee,40 ,1 ,7 ,15 ,5 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,5 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,2 ,10 ,3 ,0 ,0 ,0 ,0 ,0 
16063032," Geisa, Stadt",153 ,1 ,21 ,52 ,26 ,1 ,0 ,0 ,0 ,0 ,89 ,1 ,16 ,27 ,18 ,1 ,0 ,0 ,0 ,0 ,64 ,0 ,5 ,25 ,7 ,1 ,0 ,0 ,0 ,0 
16063036, Großensee,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16063037, Hallungen,15 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16063039, Ifta,58 ,1 ,6 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16063041, Immelborn,70 ,1 ,9 ,22 ,13 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,8 ,13 ,7 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
16063043, Kaltenlengsfeld,18 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16063044," Kaltennordheim, Stadt",100 ,1 ,11 ,33 ,22 ,1 ,0 ,0 ,0 ,0 ,47 ,1 ,7 ,18 ,16 ,0 ,0 ,0 ,0 ,0 ,52 ,0 ,4 ,15 ,7 ,1 ,0 ,0 ,0 ,0 
16063045, Klings,21 ,0 ,3 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16063046, Krauthausen,80 ,1 ,11 ,25 ,15 ,1 ,0 ,0 ,0 ,0 ,45 ,1 ,8 ,18 ,11 ,1 ,0 ,0 ,0 ,0 ,34 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16063049, Lauterbach,18 ,0 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16063051, Leimbach,76 ,1 ,12 ,22 ,15 ,0 ,0 ,0 ,0 ,0 ,38 ,0 ,8 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,4 ,12 ,7 ,0 ,0 ,0 ,0 ,0 
16063052, Marksuhl,154 ,2 ,17 ,45 ,23 ,1 ,0 ,0 ,1 ,0 ,80 ,2 ,12 ,26 ,17 ,1 ,0 ,0 ,1 ,0 ,74 ,1 ,5 ,19 ,6 ,0 ,0 ,0 ,0 ,0 
16063053, Martinroda,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16063054, Merkers-Kieselbach,160 ,4 ,20 ,51 ,33 ,1 ,0 ,0 ,0 ,0 ,66 ,3 ,13 ,23 ,15 ,0 ,0 ,0 ,0 ,0 ,93 ,1 ,8 ,28 ,18 ,1 ,0 ,0 ,0 ,0 
16063055, Mihla,125 ,3 ,16 ,47 ,26 ,1 ,0 ,0 ,1 ,1 ,63 ,1 ,9 ,27 ,15 ,1 ,0 ,0 ,1 ,1 ,61 ,2 ,7 ,21 ,11 ,0 ,0 ,0 ,0 ,0 
16063058, Nazza,37 ,0 ,4 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
16063059, Neidhartshausen,17 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16063062, Oechsen,27 ,0 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16063066," Ruhla, Stadt",332 ,3 ,44 ,101 ,60 ,2 ,0 ,0 ,0 ,0 ,142 ,2 ,21 ,50 ,30 ,0 ,0 ,0 ,0 ,0 ,190 ,1 ,24 ,51 ,30 ,2 ,0 ,0 ,0 ,0 
16063068, Schleid,23 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16063069, Schweina,151 ,4 ,23 ,44 ,25 ,1 ,0 ,0 ,0 ,0 ,72 ,2 ,15 ,25 ,16 ,0 ,0 ,0 ,0 ,0 ,78 ,1 ,8 ,20 ,9 ,1 ,0 ,0 ,0 ,0 
16063071, Seebach,149 ,2 ,13 ,64 ,43 ,3 ,0 ,0 ,0 ,0 ,71 ,1 ,8 ,39 ,27 ,1 ,0 ,0 ,0 ,0 ,78 ,0 ,5 ,25 ,16 ,2 ,0 ,0 ,0 ,0 
16063072," Stadtlengsfeld, Stadt",126 ,3 ,15 ,41 ,20 ,0 ,0 ,0 ,0 ,0 ,64 ,2 ,10 ,21 ,13 ,0 ,0 ,0 ,0 ,0 ,62 ,1 ,5 ,20 ,7 ,0 ,0 ,0 ,0 ,0 
16063073, Steinbach,58 ,1 ,6 ,23 ,12 ,1 ,0 ,0 ,0 ,0 ,34 ,1 ,5 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,0 ,11 ,4 ,1 ,0 ,0 ,0 ,0 
16063075, Tiefenort,198 ,3 ,23 ,62 ,32 ,2 ,0 ,1 ,0 ,0 ,90 ,2 ,16 ,34 ,18 ,1 ,0 ,1 ,0 ,0 ,108 ,1 ,7 ,27 ,14 ,0 ,0 ,0 ,0 ,0 
16063076," Treffurt, Stadt",319 ,5 ,34 ,119 ,68 ,2 ,0 ,0 ,0 ,0 ,167 ,3 ,25 ,64 ,38 ,0 ,0 ,0 ,0 ,0 ,153 ,2 ,9 ,55 ,30 ,1 ,0 ,0 ,0 ,0 
16063078, Unterbreizbach,153 ,2 ,23 ,46 ,25 ,1 ,0 ,0 ,0 ,0 ,78 ,1 ,16 ,28 ,16 ,0 ,0 ,0 ,0 ,0 ,75 ,1 ,7 ,18 ,9 ,1 ,0 ,0 ,0 ,0 
16063081, Urnshausen,38 ,0 ,5 ,17 ,7 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,4 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16063082," Vacha, Stadt",196 ,2 ,31 ,47 ,23 ,2 ,0 ,0 ,0 ,0 ,74 ,2 ,18 ,19 ,12 ,0 ,0 ,0 ,0 ,0 ,122 ,1 ,13 ,29 ,11 ,2 ,0 ,0 ,0 ,0 
16063083, Völkershausen,44 ,1 ,6 ,17 ,9 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,4 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16063084, Weilar,42 ,0 ,3 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16063086, Wiesenthal,43 ,1 ,3 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,24 ,1 ,3 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
16063087, Wölferbütt,13 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16063089, Wolfsburg-Unkeroda,22 ,0 ,1 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
16063092, Wutha-Farnroda,436 ,10 ,58 ,138 ,71 ,20 ,3 ,3 ,4 ,0 ,167 ,4 ,28 ,61 ,37 ,2 ,0 ,0 ,0 ,0 ,268 ,6 ,30 ,78 ,34 ,19 ,3 ,3 ,4 ,0 
16063093, Zella/Rhön,18 ,0 ,4 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16063094, Moorgrund,142 ,2 ,18 ,42 ,26 ,2 ,0 ,0 ,0 ,0 ,78 ,1 ,15 ,25 ,15 ,0 ,0 ,0 ,0 ,0 ,64 ,0 ,3 ,16 ,11 ,1 ,0 ,0 ,0 ,0 
16063097, Gerstungen,307 ,4 ,39 ,91 ,49 ,8 ,0 ,0 ,0 ,0 ,158 ,4 ,26 ,52 ,29 ,2 ,0 ,0 ,0 ,0 ,150 ,1 ,12 ,39 ,20 ,6 ,0 ,0 ,0 ,0 
16063098, Hörselberg-Hainich,306 ,5 ,38 ,109 ,58 ,4 ,0 ,0 ,1 ,0 ,179 ,4 ,25 ,66 ,40 ,1 ,0 ,0 ,1 ,0 ,127 ,2 ,13 ,42 ,19 ,2 ,0 ,0 ,0 ,0 
16064, Unstrut-Hainich-Kreis,"7,822 ",91 ,775 ,"2,441 ","1,244 ",133 ,0 ,3 ,20 ,9 ,"2,865 ",46 ,406 ,"1,092 ",657 ,25 ,0 ,1 ,3 ,1 ,"4,957 ",45 ,369 ,"1,349 ",586 ,108 ,0 ,1 ,18 ,8 
16064001, Altengottern,66 ,1 ,4 ,29 ,12 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,3 ,18 ,9 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,2 ,11 ,3 ,0 ,0 ,0 ,0 ,0 
16064003," Bad Langensalza, Stadt","1,527 ",13 ,142 ,442 ,228 ,19 ,0 ,0 ,3 ,2 ,487 ,8 ,76 ,165 ,104 ,2 ,0 ,0 ,0 ,0 ,"1,039 ",6 ,66 ,277 ,124 ,16 ,0 ,0 ,3 ,2 
16064004," Bad Tennstedt, Stadt",181 ,2 ,16 ,68 ,39 ,3 ,0 ,0 ,0 ,0 ,73 ,1 ,9 ,28 ,18 ,2 ,0 ,0 ,0 ,0 ,108 ,1 ,6 ,40 ,20 ,1 ,0 ,0 ,0 ,0 
16064005, Ballhausen,60 ,1 ,6 ,22 ,15 ,0 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,1 ,10 ,7 ,0 ,0 ,0 ,0 ,0 
16064007, Blankenburg,10 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,2 ,1 ,0 ,0 ,1 ,1 
16064008, Bothenheilingen,25 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16064009, Bruchstedt,14 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16064014, Dünwald,83 ,1 ,12 ,28 ,16 ,1 ,0 ,0 ,0 ,0 ,60 ,1 ,10 ,21 ,10 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 
16064017, Flarchheim,28 ,0 ,2 ,13 ,7 ,2 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,8 ,6 ,2 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
16064018, Großengottern,182 ,1 ,20 ,52 ,21 ,0 ,0 ,0 ,0 ,0 ,66 ,1 ,8 ,24 ,11 ,0 ,0 ,0 ,0 ,0 ,115 ,0 ,12 ,28 ,10 ,0 ,0 ,0 ,0 ,0 
16064019, Großvargula,45 ,0 ,4 ,18 ,10 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,11 ,6 ,0 ,0 ,0 ,0 ,0 
16064021, Haussömmern,30 ,0 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16064022, Herbsleben,218 ,2 ,27 ,82 ,43 ,1 ,0 ,0 ,0 ,0 ,107 ,2 ,18 ,41 ,24 ,0 ,0 ,0 ,0 ,0 ,110 ,0 ,9 ,41 ,19 ,1 ,0 ,0 ,0 ,0 
16064023, Heroldishausen,14 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16064027, Hornsömmern,13 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16064029, Issersheilingen,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16064032, Kammerforst,46 ,1 ,2 ,20 ,13 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
16064033, Kirchheilingen,40 ,1 ,4 ,15 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
16064035, Kleinwelsbach,11 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16064036, Klettstedt,14 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16064037, Körner,147 ,2 ,11 ,43 ,24 ,0 ,0 ,0 ,0 ,0 ,63 ,1 ,7 ,24 ,14 ,0 ,0 ,0 ,0 ,0 ,84 ,1 ,5 ,19 ,10 ,0 ,0 ,0 ,0 ,0 
16064038, Kutzleben,62 ,0 ,9 ,26 ,12 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,6 ,15 ,6 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,12 ,6 ,0 ,0 ,0 ,0 ,0 
16064039, Langula,64 ,2 ,8 ,30 ,19 ,0 ,0 ,0 ,0 ,0 ,35 ,1 ,6 ,19 ,10 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,1 ,11 ,8 ,0 ,0 ,0 ,0 ,0 
16064043, Marolterode,17 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16064045, Mittelsömmern,14 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16064046," Mühlhausen/Thüringen, Stadt","2,953 ",38 ,287 ,812 ,386 ,94 ,0 ,2 ,14 ,5 ,687 ,12 ,105 ,250 ,158 ,13 ,0 ,1 ,2 ,0 ,"2,266 ",26 ,182 ,561 ,228 ,81 ,0 ,1 ,13 ,5 
16064047, Mülverstedt,33 ,1 ,2 ,15 ,7 ,0 ,0 ,0 ,0 ,0 ,20 ,1 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
16064048, Neunheilingen,35 ,0 ,2 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16064049, Niederdorla,70 ,0 ,7 ,27 ,13 ,1 ,0 ,0 ,0 ,0 ,36 ,0 ,5 ,15 ,6 ,1 ,0 ,0 ,0 ,0 ,34 ,0 ,2 ,12 ,7 ,0 ,0 ,0 ,0 ,0 
16064051, Oberdorla,108 ,1 ,10 ,30 ,18 ,0 ,0 ,0 ,0 ,0 ,62 ,1 ,6 ,22 ,12 ,0 ,0 ,0 ,0 ,0 ,47 ,0 ,3 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
16064052, Obermehler,82 ,1 ,10 ,28 ,14 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,4 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,54 ,0 ,6 ,15 ,8 ,0 ,0 ,0 ,0 ,0 
16064053, Oppershausen,16 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16064055, Rodeberg,68 ,1 ,8 ,26 ,16 ,0 ,0 ,0 ,0 ,0 ,52 ,1 ,7 ,22 ,14 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16064057," Schlotheim, Stadt",364 ,7 ,50 ,114 ,59 ,2 ,0 ,0 ,1 ,1 ,120 ,3 ,20 ,49 ,32 ,1 ,0 ,0 ,1 ,1 ,244 ,4 ,30 ,64 ,27 ,1 ,0 ,0 ,0 ,0 
16064058, Schönstedt,88 ,1 ,9 ,34 ,14 ,0 ,0 ,0 ,0 ,0 ,37 ,1 ,6 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,50 ,0 ,3 ,20 ,8 ,0 ,0 ,0 ,0 ,0 
16064061, Sundhausen,18 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16064062, Tottleben,8 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16064064, Urleben,26 ,0 ,3 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
